time[s],LF_EXT-LF_FLX,LH_EXT-LH_FLX,RF_EXT-RF_FLX,RH_EXT-RH_FLX
18.246,0.196629,-0.196629,-0.196629,0.196629
18.247,0.196027,-0.196027,-0.196027,0.196027
18.248,0.195429,-0.195429,-0.195429,0.195429
18.249,0.194837,-0.194837,-0.194837,0.194837
18.25,0.194249,-0.194249,-0.194249,0.194249
18.251,0.193666,-0.193666,-0.193666,0.193666
18.252,0.193087,-0.193087,-0.193087,0.193087
18.253,0.192514,-0.192514,-0.192514,0.192514
18.254,0.191945,-0.191945,-0.191945,0.191945
18.255,0.191381,-0.191381,-0.191381,0.191381
18.256,0.190822,-0.190822,-0.190822,0.190822
18.257,0.190267,-0.190267,-0.190267,0.190267
18.258,0.189717,-0.189717,-0.189717,0.189717
18.259,0.189171,-0.189171,-0.189171,0.189171
18.26,0.188631,-0.188631,-0.188631,0.188631
18.261,0.188094,-0.188094,-0.188094,0.188094
18.262,0.187563,-0.187563,-0.187563,0.187563
18.263,0.187036,-0.187036,-0.187036,0.187036
18.264,0.186513,-0.186513,-0.186513,0.186513
18.265,0.185995,-0.185995,-0.185995,0.185995
18.266,0.185481,-0.185481,-0.185481,0.185481
18.267,0.184972,-0.184972,-0.184972,0.184972
18.268,0.184468,-0.184468,-0.184468,0.184468
18.269,0.183968,-0.183968,-0.183968,0.183968
18.27,0.183472,-0.183472,-0.183472,0.183472
18.271,0.182981,-0.182981,-0.182981,0.182981
18.272,0.182494,-0.182494,-0.182494,0.182494
18.273,0.182012,-0.182012,-0.182012,0.182012
18.274,0.181533,-0.181533,-0.181533,0.181533
18.275,0.18106,-0.18106,-0.18106,0.18106
18.276,0.18059,-0.18059,-0.18059,0.18059
18.277,0.180125,-0.180125,-0.180125,0.180125
18.278,0.179664,-0.179664,-0.179664,0.179664
18.279,0.179207,-0.179207,-0.179207,0.179207
18.28,0.178755,-0.178755,-0.178755,0.178755
18.281,0.178307,-0.178307,-0.178307,0.178307
18.282,0.177863,-0.177863,-0.177863,0.177863
18.283,0.177423,-0.177423,-0.177423,0.177423
18.284,0.176988,-0.176988,-0.176988,0.176988
18.285,0.176556,-0.176556,-0.176556,0.176556
18.286,0.176129,-0.176129,-0.176129,0.176129
18.287,0.175706,-0.175706,-0.175706,0.175706
18.288,0.175286,-0.175286,-0.175286,0.175286
18.289,0.174871,-0.174871,-0.174871,0.174871
18.29,0.17446,-0.17446,-0.17446,0.17446
18.291,0.174053,-0.174053,-0.174053,0.174053
18.292,0.17365,-0.17365,-0.17365,0.17365
18.293,0.173251,-0.173251,-0.173251,0.173251
18.294,0.172856,-0.172856,-0.172856,0.172856
18.295,0.172465,-0.172465,-0.172465,0.172465
18.296,0.172078,-0.172078,-0.172078,0.172078
18.297,0.171695,-0.171695,-0.171695,0.171695
18.298,0.171316,-0.171316,-0.171316,0.171316
18.299,0.17094,-0.17094,-0.17094,0.17094
18.3,0.170569,-0.170569,-0.170569,0.170569
18.301,0.170201,-0.170201,-0.170201,0.170201
18.302,0.169837,-0.169837,-0.169837,0.169837
18.303,0.169477,-0.169477,-0.169477,0.169477
18.304,0.16912,-0.16912,-0.16912,0.16912
18.305,0.168768,-0.168768,-0.168768,0.168768
18.306,0.168419,-0.168419,-0.168419,0.168419
18.307,0.168073,-0.168073,-0.168073,0.168073
18.308,0.167732,-0.167732,-0.167732,0.167732
18.309,0.167394,-0.167394,-0.167394,0.167394
18.31,0.16706,-0.16706,-0.16706,0.16706
18.311,0.166729,-0.166729,-0.166729,0.166729
18.312,0.166402,-0.166402,-0.166402,0.166402
18.313,0.166079,-0.166079,-0.166079,0.166079
18.314,0.165759,-0.165759,-0.165759,0.165759
18.315,0.165443,-0.165443,-0.165443,0.165443
18.316,0.16513,-0.16513,-0.16513,0.16513
18.317,0.164821,-0.164821,-0.164821,0.164821
18.318,0.164515,-0.164515,-0.164515,0.164515
18.319,0.164213,-0.164213,-0.164213,0.164213
18.32,0.163914,-0.163914,-0.163914,0.163914
18.321,0.163619,-0.163619,-0.163619,0.163619
18.322,0.163327,-0.163327,-0.163327,0.163327
18.323,0.163039,-0.163039,-0.163039,0.163039
18.324,0.162753,-0.162753,-0.162753,0.162753
18.325,0.162472,-0.162472,-0.162472,0.162472
18.326,0.162193,-0.162193,-0.162193,0.162193
18.327,0.161918,-0.161918,-0.161918,0.161918
18.328,0.161646,-0.161646,-0.161646,0.161646
18.329,0.161378,-0.161378,-0.161378,0.161378
18.33,0.161112,-0.161112,-0.161112,0.161112
18.331,0.16085,-0.16085,-0.16085,0.16085
18.332,0.160591,-0.160591,-0.160591,0.160591
18.333,0.160336,-0.160336,-0.160336,0.160336
18.334,0.160083,-0.160083,-0.160083,0.160083
18.335,0.159834,-0.159834,-0.159834,0.159834
18.336,0.159588,-0.159588,-0.159588,0.159588
18.337,0.159345,-0.159345,-0.159345,0.159345
18.338,0.159105,-0.159105,-0.159105,0.159105
18.339,0.158868,-0.158868,-0.158868,0.158868
18.34,0.158634,-0.158634,-0.158634,0.158634
18.341,0.158403,-0.158403,-0.158403,0.158403
18.342,0.158175,-0.158175,-0.158175,0.158175
18.343,0.15795,-0.15795,-0.15795,0.15795
18.344,0.157729,-0.157729,-0.157729,0.157729
18.345,0.15751,-0.15751,-0.15751,0.15751
18.346,0.157294,-0.157294,-0.157294,0.157294
18.347,0.157081,-0.157081,-0.157081,0.157081
18.348,0.156871,-0.156871,-0.156871,0.156871
18.349,0.156664,-0.156664,-0.156664,0.156664
18.35,0.156459,-0.156459,-0.156459,0.156459
18.351,0.156258,-0.156258,-0.156258,0.156258
18.352,0.156059,-0.156059,-0.156059,0.156059
18.353,0.155863,-0.155863,-0.155863,0.155863
18.354,0.15567,-0.15567,-0.15567,0.15567
18.355,0.15548,-0.15548,-0.15548,0.15548
18.356,0.155293,-0.155293,-0.155293,0.155293
18.357,0.155108,-0.155108,-0.155108,0.155108
18.358,0.154926,-0.154926,-0.154926,0.154926
18.359,0.154746,-0.154746,-0.154746,0.154746
18.36,0.15457,-0.15457,-0.15457,0.15457
18.361,0.154396,-0.154396,-0.154396,0.154396
18.362,0.154224,-0.154224,-0.154224,0.154224
18.363,0.154056,-0.154056,-0.154056,0.154056
18.364,0.153889,-0.153889,-0.153889,0.153889
18.365,0.153726,-0.153726,-0.153726,0.153726
18.366,0.153565,-0.153565,-0.153565,0.153565
18.367,0.153406,-0.153406,-0.153406,0.153406
18.368,0.15325,-0.15325,-0.15325,0.15325
18.369,0.153097,-0.153097,-0.153097,0.153097
18.37,0.152946,-0.152946,-0.152946,0.152946
18.371,0.152798,-0.152798,-0.152798,0.152798
18.372,0.152652,-0.152652,-0.152652,0.152652
18.373,0.152508,-0.152508,-0.152508,0.152508
18.374,0.152367,-0.152367,-0.152367,0.152367
18.375,0.152228,-0.152228,-0.152228,0.152228
18.376,0.152092,-0.152092,-0.152092,0.152092
18.377,0.151958,-0.151958,-0.151958,0.151958
18.378,0.151826,-0.151826,-0.151826,0.151826
18.379,0.151697,-0.151697,-0.151697,0.151697
18.38,0.15157,-0.15157,-0.15157,0.15157
18.381,0.151445,-0.151445,-0.151445,0.151445
18.382,0.151323,-0.151323,-0.151323,0.151323
18.383,0.151203,-0.151203,-0.151203,0.151203
18.384,0.151085,-0.151085,-0.151085,0.151085
18.385,0.150969,-0.150969,-0.150969,0.150969
18.386,0.150855,-0.150855,-0.150855,0.150855
18.387,0.150744,-0.150744,-0.150744,0.150744
18.388,0.150635,-0.150635,-0.150635,0.150635
18.389,0.150528,-0.150528,-0.150528,0.150528
18.39,0.150423,-0.150423,-0.150423,0.150423
18.391,0.15032,-0.15032,-0.15032,0.15032
18.392,0.15022,-0.15022,-0.15022,0.15022
18.393,0.150121,-0.150121,-0.150121,0.150121
18.394,0.150025,-0.150025,-0.150025,0.150025
18.395,0.14993,-0.14993,-0.14993,0.14993
18.396,0.149838,-0.149838,-0.149838,0.149838
18.397,0.149748,-0.149748,-0.149748,0.149748
18.398,0.149659,-0.149659,-0.149659,0.149659
18.399,0.149573,-0.149573,-0.149573,0.149573
18.4,0.149489,-0.149489,-0.149489,0.149489
18.401,0.149406,-0.149406,-0.149406,0.149406
18.402,0.149326,-0.149326,-0.149326,0.149326
18.403,0.149247,-0.149247,-0.149247,0.149247
18.404,0.149171,-0.149171,-0.149171,0.149171
18.405,0.149096,-0.149096,-0.149096,0.149096
18.406,0.149023,-0.149023,-0.149023,0.149023
18.407,0.148952,-0.148952,-0.148952,0.148952
18.408,0.148883,-0.148883,-0.148883,0.148883
18.409,0.148815,-0.148815,-0.148815,0.148815
18.41,0.14875,-0.14875,-0.14875,0.14875
18.411,0.148686,-0.148686,-0.148686,0.148686
18.412,0.148624,-0.148624,-0.148624,0.148624
18.413,0.148564,-0.148564,-0.148564,0.148564
18.414,0.148505,-0.148505,-0.148505,0.148505
18.415,0.148448,-0.148448,-0.148448,0.148448
18.416,0.148393,-0.148393,-0.148393,0.148393
18.417,0.14834,-0.14834,-0.14834,0.14834
18.418,0.148288,-0.148288,-0.148288,0.148288
18.419,0.148238,-0.148238,-0.148238,0.148238
18.42,0.14819,-0.14819,-0.14819,0.14819
18.421,0.148143,-0.148143,-0.148143,0.148143
18.422,0.148098,-0.148098,-0.148098,0.148098
18.423,0.148055,-0.148055,-0.148055,0.148055
18.424,0.148013,-0.148013,-0.148013,0.148013
18.425,0.147972,-0.147972,-0.147972,0.147972
18.426,0.147934,-0.147934,-0.147934,0.147934
18.427,0.147896,-0.147896,-0.147896,0.147896
18.428,0.147861,-0.147861,-0.147861,0.147861
18.429,0.147827,-0.147827,-0.147827,0.147827
18.43,0.147794,-0.147794,-0.147794,0.147794
18.431,0.147763,-0.147763,-0.147763,0.147763
18.432,0.147733,-0.147733,-0.147733,0.147733
18.433,0.147705,-0.147705,-0.147705,0.147705
18.434,0.147678,-0.147678,-0.147678,0.147678
18.435,0.147653,-0.147653,-0.147653,0.147653
18.436,0.147629,-0.147629,-0.147629,0.147629
18.437,0.147606,-0.147606,-0.147606,0.147606
18.438,0.147585,-0.147585,-0.147585,0.147585
18.439,0.147565,-0.147565,-0.147565,0.147565
18.44,0.147547,-0.147547,-0.147547,0.147547
18.441,0.14753,-0.14753,-0.14753,0.14753
18.442,0.147514,-0.147514,-0.147514,0.147514
18.443,0.1475,-0.1475,-0.1475,0.1475
18.444,0.147487,-0.147487,-0.147487,0.147487
18.445,0.147475,-0.147475,-0.147475,0.147475
18.446,0.147465,-0.147465,-0.147465,0.147465
18.447,0.147455,-0.147455,-0.147455,0.147455
18.448,0.147447,-0.147447,-0.147447,0.147447
18.449,0.147441,-0.147441,-0.147441,0.147441
18.45,0.147435,-0.147435,-0.147435,0.147435
18.451,0.147431,-0.147431,-0.147431,0.147431
18.452,0.147428,-0.147428,-0.147428,0.147428
18.453,0.147426,-0.147426,-0.147426,0.147426
18.454,0.147425,-0.147425,-0.147425,0.147425
18.455,0.147425,-0.147425,-0.147425,0.147425
18.456,0.147427,-0.147427,-0.147427,0.147427
18.457,0.14743,-0.14743,-0.14743,0.14743
18.458,0.147434,-0.147434,-0.147434,0.147434
18.459,0.147438,-0.147438,-0.147438,0.147438
18.46,0.147445,-0.147445,-0.147445,0.147445
18.461,0.147452,-0.147452,-0.147452,0.147452
18.462,0.14746,-0.14746,-0.14746,0.14746
18.463,0.147469,-0.147469,-0.147469,0.147469
18.464,0.147479,-0.147479,-0.147479,0.147479
18.465,0.147491,-0.147491,-0.147491,0.147491
18.466,0.147503,-0.147503,-0.147503,0.147503
18.467,0.147517,-0.147517,-0.147517,0.147517
18.468,0.147531,-0.147531,-0.147531,0.147531
18.469,0.147546,-0.147546,-0.147546,0.147546
18.47,0.147563,-0.147563,-0.147563,0.147563
18.471,0.14758,-0.14758,-0.14758,0.14758
18.472,0.147598,-0.147598,-0.147598,0.147598
18.473,0.147618,-0.147618,-0.147618,0.147618
18.474,0.147638,-0.147638,-0.147638,0.147638
18.475,0.147659,-0.147659,-0.147659,0.147659
18.476,0.147681,-0.147681,-0.147681,0.147681
18.477,0.147704,-0.147704,-0.147704,0.147704
18.478,0.147728,-0.147728,-0.147728,0.147728
18.479,0.147752,-0.147752,-0.147752,0.147752
18.48,0.147778,-0.147778,-0.147778,0.147778
18.481,0.147804,-0.147804,-0.147804,0.147804
18.482,0.147831,-0.147831,-0.147831,0.147831
18.483,0.147859,-0.147859,-0.147859,0.147859
18.484,0.147888,-0.147888,-0.147888,0.147888
18.485,0.147918,-0.147918,-0.147918,0.147918
18.486,0.147949,-0.147949,-0.147949,0.147949
18.487,0.14798,-0.14798,-0.14798,0.14798
18.488,0.148012,-0.148012,-0.148012,0.148012
18.489,0.148045,-0.148045,-0.148045,0.148045
18.49,0.148078,-0.148078,-0.148078,0.148078
18.491,0.148113,-0.148113,-0.148113,0.148113
18.492,0.148148,-0.148148,-0.148148,0.148148
18.493,0.148183,-0.148183,-0.148183,0.148183
18.494,0.14822,-0.14822,-0.14822,0.14822
18.495,0.148257,-0.148257,-0.148257,0.148257
18.496,0.148295,-0.148295,-0.148295,0.148295
18.497,0.148334,-0.148334,-0.148334,0.148334
18.498,0.148373,-0.148373,-0.148373,0.148373
18.499,0.148413,-0.148413,-0.148413,0.148413
18.5,0.148454,-0.148454,-0.148454,0.148454
18.501,0.148495,-0.148495,-0.148495,0.148495
18.502,0.148537,-0.148537,-0.148537,0.148537
18.503,0.148579,-0.148579,-0.148579,0.148579
18.504,0.148622,-0.148622,-0.148622,0.148622
18.505,0.148666,-0.148666,-0.148666,0.148666
18.506,0.148711,-0.148711,-0.148711,0.148711
18.507,0.148755,-0.148755,-0.148755,0.148755
18.508,0.148801,-0.148801,-0.148801,0.148801
18.509,0.148847,-0.148847,-0.148847,0.148847
18.51,0.148894,-0.148894,-0.148894,0.148894
18.511,0.148941,-0.148941,-0.148941,0.148941
18.512,0.148989,-0.148989,-0.148989,0.148989
18.513,0.149037,-0.149037,-0.149037,0.149037
18.514,0.149086,-0.149086,-0.149086,0.149086
18.515,0.149135,-0.149135,-0.149135,0.149135
18.516,0.149185,-0.149185,-0.149185,0.149185
18.517,0.149236,-0.149236,-0.149236,0.149236
18.518,0.149286,-0.149286,-0.149286,0.149286
18.519,0.149338,-0.149338,-0.149338,0.149338
18.52,0.14939,-0.14939,-0.14939,0.14939
18.521,0.149442,-0.149442,-0.149442,0.149442
18.522,0.149495,-0.149495,-0.149495,0.149495
18.523,0.149548,-0.149548,-0.149548,0.149548
18.524,0.149602,-0.149602,-0.149602,0.149602
18.525,0.149656,-0.149656,-0.149656,0.149656
18.526,0.14971,-0.14971,-0.14971,0.14971
18.527,0.149765,-0.149765,-0.149765,0.149765
18.528,0.149821,-0.149821,-0.149821,0.149821
18.529,0.149876,-0.149876,-0.149876,0.149876
18.53,0.149933,-0.149933,-0.149933,0.149933
18.531,0.149989,-0.149989,-0.149989,0.149989
18.532,0.150046,-0.150046,-0.150046,0.150046
18.533,0.150103,-0.150103,-0.150103,0.150103
18.534,0.150161,-0.150161,-0.150161,0.150161
18.535,0.150219,-0.150219,-0.150219,0.150219
18.536,0.150277,-0.150277,-0.150277,0.150277
18.537,0.150336,-0.150336,-0.150336,0.150336
18.538,0.150395,-0.150395,-0.150395,0.150395
18.539,0.150455,-0.150455,-0.150455,0.150455
18.54,0.150514,-0.150514,-0.150514,0.150514
18.541,0.150574,-0.150574,-0.150574,0.150574
18.542,0.150635,-0.150635,-0.150635,0.150635
18.543,0.150695,-0.150695,-0.150695,0.150695
18.544,0.150756,-0.150756,-0.150756,0.150756
18.545,0.150818,-0.150818,-0.150818,0.150818
18.546,0.150879,-0.150879,-0.150879,0.150879
18.547,0.150941,-0.150941,-0.150941,0.150941
18.548,0.151003,-0.151003,-0.151003,0.151003
18.549,0.151065,-0.151065,-0.151065,0.151065
18.55,0.151128,-0.151128,-0.151128,0.151128
18.551,0.151191,-0.151191,-0.151191,0.151191
18.552,0.151254,-0.151254,-0.151254,0.151254
18.553,0.151317,-0.151317,-0.151317,0.151317
18.554,0.151381,-0.151381,-0.151381,0.151381
18.555,0.151444,-0.151444,-0.151444,0.151444
18.556,0.151508,-0.151508,-0.151508,0.151508
18.557,0.151572,-0.151572,-0.151572,0.151572
18.558,0.151637,-0.151637,-0.151637,0.151637
18.559,0.151701,-0.151701,-0.151701,0.151701
18.56,0.151766,-0.151766,-0.151766,0.151766
18.561,0.151831,-0.151831,-0.151831,0.151831
18.562,0.151896,-0.151896,-0.151896,0.151896
18.563,0.151962,-0.151962,-0.151962,0.151962
18.564,0.152027,-0.152027,-0.152027,0.152027
18.565,0.152093,-0.152093,-0.152093,0.152093
18.566,0.152158,-0.152158,-0.152158,0.152158
18.567,0.152224,-0.152224,-0.152224,0.152224
18.568,0.15229,-0.15229,-0.15229,0.15229
18.569,0.152357,-0.152357,-0.152357,0.152357
18.57,0.152423,-0.152423,-0.152423,0.152423
18.571,0.15249,-0.15249,-0.15249,0.15249
18.572,0.152556,-0.152556,-0.152556,0.152556
18.573,0.152623,-0.152623,-0.152623,0.152623
18.574,0.15269,-0.15269,-0.15269,0.15269
18.575,0.152757,-0.152757,-0.152757,0.152757
18.576,0.152824,-0.152824,-0.152824,0.152824
18.577,0.152891,-0.152891,-0.152891,0.152891
18.578,0.152958,-0.152958,-0.152958,0.152958
18.579,0.153025,-0.153025,-0.153025,0.153025
18.58,0.153093,-0.153093,-0.153093,0.153093
18.581,0.15316,-0.15316,-0.15316,0.15316
18.582,0.153228,-0.153228,-0.153228,0.153228
18.583,0.153296,-0.153296,-0.153296,0.153296
18.584,0.153363,-0.153363,-0.153363,0.153363
18.585,0.153431,-0.153431,-0.153431,0.153431
18.586,0.153499,-0.153499,-0.153499,0.153499
18.587,0.153567,-0.153567,-0.153567,0.153567
18.588,0.153635,-0.153635,-0.153635,0.153635
18.589,0.153702,-0.153702,-0.153702,0.153702
18.59,0.15377,-0.15377,-0.15377,0.15377
18.591,0.153838,-0.153838,-0.153838,0.153838
18.592,0.153906,-0.153906,-0.153906,0.153906
18.593,0.153975,-0.153975,-0.153975,0.153975
18.594,0.154043,-0.154043,-0.154043,0.154043
18.595,0.154111,-0.154111,-0.154111,0.154111
18.596,0.154179,-0.154179,-0.154179,0.154179
18.597,0.154247,-0.154247,-0.154247,0.154247
18.598,0.154315,-0.154315,-0.154315,0.154315
18.599,0.154383,-0.154383,-0.154383,0.154383
18.6,0.154451,-0.154451,-0.154451,0.154451
18.601,0.154519,-0.154519,-0.154519,0.154519
18.602,0.154587,-0.154587,-0.154587,0.154587
18.603,0.154655,-0.154655,-0.154655,0.154655
18.604,0.154723,-0.154723,-0.154723,0.154723
18.605,0.154791,-0.154791,-0.154791,0.154791
18.606,0.154859,-0.154859,-0.154859,0.154859
18.607,0.154927,-0.154927,-0.154927,0.154927
18.608,0.154995,-0.154995,-0.154995,0.154995
18.609,0.155063,-0.155063,-0.155063,0.155063
18.61,0.155131,-0.155131,-0.155131,0.155131
18.611,0.155198,-0.155198,-0.155198,0.155198
18.612,0.155266,-0.155266,-0.155266,0.155266
18.613,0.155334,-0.155334,-0.155334,0.155334
18.614,0.155401,-0.155401,-0.155401,0.155401
18.615,0.155469,-0.155469,-0.155469,0.155469
18.616,0.155536,-0.155536,-0.155536,0.155536
18.617,0.155603,-0.155603,-0.155603,0.155603
18.618,0.155671,-0.155671,-0.155671,0.155671
18.619,0.155738,-0.155738,-0.155738,0.155738
18.62,0.155805,-0.155805,-0.155805,0.155805
18.621,0.155872,-0.155872,-0.155872,0.155872
18.622,0.155939,-0.155939,-0.155939,0.155939
18.623,0.156006,-0.156006,-0.156006,0.156006
18.624,0.156073,-0.156073,-0.156073,0.156073
18.625,0.156139,-0.156139,-0.156139,0.156139
18.626,0.156206,-0.156206,-0.156206,0.156206
18.627,0.156273,-0.156273,-0.156273,0.156273
18.628,0.156339,-0.156339,-0.156339,0.156339
18.629,0.156405,-0.156405,-0.156405,0.156405
18.63,0.156471,-0.156471,-0.156471,0.156471
18.631,0.156537,-0.156537,-0.156537,0.156537
18.632,0.156603,-0.156603,-0.156603,0.156603
18.633,0.156669,-0.156669,-0.156669,0.156669
18.634,0.156735,-0.156735,-0.156735,0.156735
18.635,0.156801,-0.156801,-0.156801,0.156801
18.636,0.156866,-0.156866,-0.156866,0.156866
18.637,0.156931,-0.156931,-0.156931,0.156931
18.638,0.156997,-0.156997,-0.156997,0.156997
18.639,0.157062,-0.157062,-0.157062,0.157062
18.64,0.157127,-0.157127,-0.157127,0.157127
18.641,0.157191,-0.157191,-0.157191,0.157191
18.642,0.157256,-0.157256,-0.157256,0.157256
18.643,0.15732,-0.15732,-0.15732,0.15732
18.644,0.157385,-0.157385,-0.157385,0.157385
18.645,0.157449,-0.157449,-0.157449,0.157449
18.646,0.157513,-0.157513,-0.157513,0.157513
18.647,0.157577,-0.157577,-0.157577,0.157577
18.648,0.157641,-0.157641,-0.157641,0.157641
18.649,0.157704,-0.157704,-0.157704,0.157704
18.65,0.157768,-0.157768,-0.157768,0.157768
18.651,0.157831,-0.157831,-0.157831,0.157831
18.652,0.157894,-0.157894,-0.157894,0.157894
18.653,0.157957,-0.157957,-0.157957,0.157957
18.654,0.15802,-0.15802,-0.15802,0.15802
18.655,0.158083,-0.158083,-0.158083,0.158083
18.656,0.158145,-0.158145,-0.158145,0.158145
18.657,0.158207,-0.158207,-0.158207,0.158207
18.658,0.15827,-0.15827,-0.15827,0.15827
18.659,0.158331,-0.158331,-0.158331,0.158331
18.66,0.158393,-0.158393,-0.158393,0.158393
18.661,0.158455,-0.158455,-0.158455,0.158455
18.662,0.158516,-0.158516,-0.158516,0.158516
18.663,0.158577,-0.158577,-0.158577,0.158577
18.664,0.158638,-0.158638,-0.158638,0.158638
18.665,0.158699,-0.158699,-0.158699,0.158699
18.666,0.15876,-0.15876,-0.15876,0.15876
18.667,0.15882,-0.15882,-0.15882,0.15882
18.668,0.158881,-0.158881,-0.158881,0.158881
18.669,0.158941,-0.158941,-0.158941,0.158941
18.67,0.159001,-0.159001,-0.159001,0.159001
18.671,0.15906,-0.15906,-0.15906,0.15906
18.672,0.15912,-0.15912,-0.15912,0.15912
18.673,0.159179,-0.159179,-0.159179,0.159179
18.674,0.159238,-0.159238,-0.159238,0.159238
18.675,0.159297,-0.159297,-0.159297,0.159297
18.676,0.159356,-0.159356,-0.159356,0.159356
18.677,0.159414,-0.159414,-0.159414,0.159414
18.678,0.159473,-0.159473,-0.159473,0.159473
18.679,0.159531,-0.159531,-0.159531,0.159531
18.68,0.159589,-0.159589,-0.159589,0.159589
18.681,0.159646,-0.159646,-0.159646,0.159646
18.682,0.159704,-0.159704,-0.159704,0.159704
18.683,0.159761,-0.159761,-0.159761,0.159761
18.684,0.159818,-0.159818,-0.159818,0.159818
18.685,0.159875,-0.159875,-0.159875,0.159875
18.686,0.159931,-0.159931,-0.159931,0.159931
18.687,0.159988,-0.159988,-0.159988,0.159988
18.688,0.160044,-0.160044,-0.160044,0.160044
18.689,0.1601,-0.1601,-0.1601,0.1601
18.69,0.160156,-0.160156,-0.160156,0.160156
18.691,0.160211,-0.160211,-0.160211,0.160211
18.692,0.160267,-0.160267,-0.160267,0.160267
18.693,0.160322,-0.160322,-0.160322,0.160322
18.694,0.160377,-0.160377,-0.160377,0.160377
18.695,0.160431,-0.160431,-0.160431,0.160431
18.696,0.160486,-0.160486,-0.160486,0.160486
18.697,0.16054,-0.16054,-0.16054,0.16054
18.698,0.160594,-0.160594,-0.160594,0.160594
18.699,0.160647,-0.160647,-0.160647,0.160647
18.7,0.160701,-0.160701,-0.160701,0.160701
18.701,0.160754,-0.160754,-0.160754,0.160754
18.702,0.160807,-0.160807,-0.160807,0.160807
18.703,0.16086,-0.16086,-0.16086,0.16086
18.704,0.160913,-0.160913,-0.160913,0.160913
18.705,0.160965,-0.160965,-0.160965,0.160965
18.706,0.161017,-0.161017,-0.161017,0.161017
18.707,0.161069,-0.161069,-0.161069,0.161069
18.708,0.161121,-0.161121,-0.161121,0.161121
18.709,0.161172,-0.161172,-0.161172,0.161172
18.71,0.161224,-0.161224,-0.161224,0.161224
18.711,0.161274,-0.161274,-0.161274,0.161274
18.712,0.161325,-0.161325,-0.161325,0.161325
18.713,0.161376,-0.161376,-0.161376,0.161376
18.714,0.161426,-0.161426,-0.161426,0.161426
18.715,0.161476,-0.161476,-0.161476,0.161476
18.716,0.161526,-0.161526,-0.161526,0.161526
18.717,0.161575,-0.161575,-0.161575,0.161575
18.718,0.161625,-0.161625,-0.161625,0.161625
18.719,0.161674,-0.161674,-0.161674,0.161674
18.72,0.161723,-0.161723,-0.161723,0.161723
18.721,0.161771,-0.161771,-0.161771,0.161771
18.722,0.16182,-0.16182,-0.16182,0.16182
18.723,0.161868,-0.161868,-0.161868,0.161868
18.724,0.161916,-0.161916,-0.161916,0.161916
18.725,0.161963,-0.161963,-0.161963,0.161963
18.726,0.162011,-0.162011,-0.162011,0.162011
18.727,0.162058,-0.162058,-0.162058,0.162058
18.728,0.162105,-0.162105,-0.162105,0.162105
18.729,0.162152,-0.162152,-0.162152,0.162152
18.73,0.162198,-0.162198,-0.162198,0.162198
18.731,0.162244,-0.162244,-0.162244,0.162244
18.732,0.16229,-0.16229,-0.16229,0.16229
18.733,0.162336,-0.162336,-0.162336,0.162336
18.734,0.162381,-0.162381,-0.162381,0.162381
18.735,0.162427,-0.162427,-0.162427,0.162427
18.736,0.162472,-0.162472,-0.162472,0.162472
18.737,0.162517,-0.162517,-0.162517,0.162517
18.738,0.162561,-0.162561,-0.162561,0.162561
18.739,0.162605,-0.162605,-0.162605,0.162605
18.74,0.162649,-0.162649,-0.162649,0.162649
18.741,0.162693,-0.162693,-0.162693,0.162693
18.742,0.162737,-0.162737,-0.162737,0.162737
18.743,0.16278,-0.16278,-0.16278,0.16278
18.744,0.162823,-0.162823,-0.162823,0.162823
18.745,0.162866,-0.162866,-0.162866,0.162866
18.746,0.162909,-0.162909,-0.162909,0.162909
18.747,0.162951,-0.162951,-0.162951,0.162951
18.748,0.162993,-0.162993,-0.162993,0.162993
18.749,0.163035,-0.163035,-0.163035,0.163035
18.75,0.163077,-0.163077,-0.163077,0.163077
18.751,0.163118,-0.163118,-0.163118,0.163118
18.752,0.163159,-0.163159,-0.163159,0.163159
18.753,0.1632,-0.1632,-0.1632,0.1632
18.754,0.163241,-0.163241,-0.163241,0.163241
18.755,0.163281,-0.163281,-0.163281,0.163281
18.756,0.163322,-0.163322,-0.163322,0.163322
18.757,0.163362,-0.163362,-0.163362,0.163362
18.758,0.163401,-0.163401,-0.163401,0.163401
18.759,0.163441,-0.163441,-0.163441,0.163441
18.76,0.16348,-0.16348,-0.16348,0.16348
18.761,0.163519,-0.163519,-0.163519,0.163519
18.762,0.163558,-0.163558,-0.163558,0.163558
18.763,0.163596,-0.163596,-0.163596,0.163596
18.764,0.163635,-0.163635,-0.163635,0.163635
18.765,0.163673,-0.163673,-0.163673,0.163673
18.766,0.163711,-0.163711,-0.163711,0.163711
18.767,0.163748,-0.163748,-0.163748,0.163748
18.768,0.163786,-0.163786,-0.163786,0.163786
18.769,0.163823,-0.163823,-0.163823,0.163823
18.77,0.16386,-0.16386,-0.16386,0.16386
18.771,0.163896,-0.163896,-0.163896,0.163896
18.772,0.163933,-0.163933,-0.163933,0.163933
18.773,0.163969,-0.163969,-0.163969,0.163969
18.774,0.164005,-0.164005,-0.164005,0.164005
18.775,0.16404,-0.16404,-0.16404,0.16404
18.776,0.164076,-0.164076,-0.164076,0.164076
18.777,0.164111,-0.164111,-0.164111,0.164111
18.778,0.164146,-0.164146,-0.164146,0.164146
18.779,0.164181,-0.164181,-0.164181,0.164181
18.78,0.164215,-0.164215,-0.164215,0.164215
18.781,0.16425,-0.16425,-0.16425,0.16425
