time[s],LF_EXT-LF_FLX,LH_EXT-LH_FLX,RF_EXT-RF_FLX,RH_EXT-RH_FLX
34.792,-0.149692,0.149704,0.149685,-0.149697
34.793,-0.149634,0.149645,0.149628,-0.149639
34.794,-0.149577,0.149587,0.14957,-0.149581
34.795,-0.149519,0.14953,0.149513,-0.149524
34.796,-0.149462,0.149472,0.149457,-0.149467
34.797,-0.149405,0.149415,0.1494,-0.149409
34.798,-0.149349,0.149358,0.149344,-0.149353
34.799,-0.149292,0.149301,0.149287,-0.149296
34.8,-0.149236,0.149244,0.149231,-0.149239
34.801,-0.14918,0.149187,0.149175,-0.149183
34.802,-0.149124,0.14913,0.14912,-0.149127
34.803,-0.149068,0.149074,0.149064,-0.149071
34.804,-0.149012,0.149018,0.149009,-0.149015
34.805,-0.148957,0.148962,0.148954,-0.148959
34.806,-0.148901,0.148906,0.148899,-0.148904
34.807,-0.148846,0.148851,0.148844,-0.148848
34.808,-0.148791,0.148795,0.148789,-0.148793
34.809,-0.148737,0.14874,0.148735,-0.148738
34.81,-0.148682,0.148685,0.148681,-0.148683
34.811,-0.148628,0.14863,0.148627,-0.148629
34.812,-0.148574,0.148575,0.148573,-0.148574
34.813,-0.14852,0.148521,0.148519,-0.14852
34.814,-0.148466,0.148466,0.148465,-0.148466
34.815,-0.148412,0.148412,0.148412,-0.148412
34.816,-0.148358,0.148358,0.148359,-0.148358
34.817,-0.148305,0.148304,0.148306,-0.148305
34.818,-0.148252,0.14825,0.148253,-0.148251
34.819,-0.148199,0.148197,0.1482,-0.148198
34.82,-0.148146,0.148143,0.148148,-0.148145
34.821,-0.148093,0.14809,0.148095,-0.148092
34.822,-0.148041,0.148037,0.148043,-0.148039
34.823,-0.147989,0.147984,0.147991,-0.147987
34.824,-0.147936,0.147931,0.147939,-0.147934
34.825,-0.147884,0.147879,0.147888,-0.147882
34.826,-0.147833,0.147826,0.147836,-0.14783
34.827,-0.147781,0.147774,0.147785,-0.147778
34.828,-0.147729,0.147722,0.147734,-0.147726
34.829,-0.147678,0.14767,0.147683,-0.147674
34.83,-0.147627,0.147618,0.147632,-0.147623
34.831,-0.147576,0.147567,0.147581,-0.147572
34.832,-0.147525,0.147515,0.147531,-0.147521
34.833,-0.147474,0.147464,0.14748,-0.14747
34.834,-0.147424,0.147413,0.14743,-0.147419
34.835,-0.147374,0.147362,0.14738,-0.147368
34.836,-0.147323,0.147311,0.14733,-0.147318
34.837,-0.147273,0.14726,0.147281,-0.147268
34.838,-0.147223,0.14721,0.147231,-0.147217
34.839,-0.147174,0.147159,0.147182,-0.147167
34.84,-0.147124,0.147109,0.147133,-0.147118
34.841,-0.147075,0.147059,0.147083,-0.147068
34.842,-0.147026,0.147009,0.147035,-0.147018
34.843,-0.146976,0.14696,0.146986,-0.146969
34.844,-0.146928,0.14691,0.146937,-0.14692
34.845,-0.146879,0.146861,0.146889,-0.146871
34.846,-0.14683,0.146812,0.146841,-0.146822
34.847,-0.146782,0.146762,0.146793,-0.146773
34.848,-0.146733,0.146714,0.146745,-0.146725
34.849,-0.146685,0.146665,0.146697,-0.146676
34.85,-0.146637,0.146616,0.146649,-0.146628
34.851,-0.14659,0.146568,0.146602,-0.14658
34.852,-0.146542,0.146519,0.146554,-0.146532
34.853,-0.146494,0.146471,0.146507,-0.146484
34.854,-0.146447,0.146423,0.14646,-0.146436
34.855,-0.1464,0.146375,0.146413,-0.146389
34.856,-0.146353,0.146328,0.146367,-0.146342
34.857,-0.146306,0.14628,0.14632,-0.146294
34.858,-0.146259,0.146232,0.146274,-0.146247
34.859,-0.146212,0.146185,0.146228,-0.1462
34.86,-0.146166,0.146138,0.146181,-0.146154
34.861,-0.14612,0.146091,0.146135,-0.146107
34.862,-0.146073,0.146044,0.14609,-0.146061
34.863,-0.146027,0.145998,0.146044,-0.146014
34.864,-0.145981,0.145951,0.145999,-0.145968
34.865,-0.145936,0.145905,0.145953,-0.145922
34.866,-0.14589,0.145858,0.145908,-0.145876
34.867,-0.145845,0.145812,0.145863,-0.14583
34.868,-0.145799,0.145766,0.145818,-0.145785
34.869,-0.145754,0.14572,0.145773,-0.145739
34.87,-0.145709,0.145675,0.145729,-0.145694
34.871,-0.145664,0.145629,0.145684,-0.145649
34.872,-0.14562,0.145584,0.14564,-0.145604
34.873,-0.145575,0.145539,0.145596,-0.145559
34.874,-0.145531,0.145493,0.145552,-0.145514
34.875,-0.145486,0.145448,0.145508,-0.14547
34.876,-0.145442,0.145404,0.145464,-0.145425
34.877,-0.145398,0.145359,0.14542,-0.145381
34.878,-0.145354,0.145314,0.145377,-0.145337
34.879,-0.145311,0.14527,0.145334,-0.145293
34.88,-0.145267,0.145226,0.14529,-0.145249
34.881,-0.145224,0.145182,0.145247,-0.145205
34.882,-0.14518,0.145138,0.145204,-0.145162
34.883,-0.145137,0.145094,0.145162,-0.145118
34.884,-0.145094,0.14505,0.145119,-0.145075
34.885,-0.145051,0.145006,0.145077,-0.145032
34.886,-0.145009,0.144963,0.145034,-0.144988
34.887,-0.144966,0.14492,0.144992,-0.144946
34.888,-0.144924,0.144876,0.14495,-0.144903
34.889,-0.144881,0.144833,0.144908,-0.14486
34.89,-0.144839,0.14479,0.144866,-0.144818
34.891,-0.144797,0.144748,0.144825,-0.144775
34.892,-0.144755,0.144705,0.144783,-0.144733
34.893,-0.144713,0.144662,0.144742,-0.144691
34.894,-0.144672,0.14462,0.1447,-0.144649
34.895,-0.14463,0.144578,0.144659,-0.144607
34.896,-0.144589,0.144536,0.144618,-0.144565
34.897,-0.144547,0.144494,0.144577,-0.144524
34.898,-0.144506,0.144452,0.144537,-0.144482
34.899,-0.144465,0.14441,0.144496,-0.144441
34.9,-0.144424,0.144368,0.144456,-0.1444
34.901,-0.144384,0.144327,0.144415,-0.144359
34.902,-0.144343,0.144286,0.144375,-0.144318
34.903,-0.144303,0.144244,0.144335,-0.144277
34.904,-0.144262,0.144203,0.144295,-0.144236
34.905,-0.144222,0.144162,0.144255,-0.144196
34.906,-0.144182,0.144122,0.144216,-0.144155
34.907,-0.144142,0.144081,0.144176,-0.144115
34.908,-0.144102,0.14404,0.144137,-0.144075
34.909,-0.144062,0.144,0.144097,-0.144035
34.91,-0.144023,0.14396,0.144058,-0.143995
34.911,-0.143983,0.143919,0.144019,-0.143955
34.912,-0.143944,0.143879,0.14398,-0.143916
34.913,-0.143905,0.143839,0.143942,-0.143876
34.914,-0.143866,0.1438,0.143903,-0.143837
34.915,-0.143827,0.14376,0.143864,-0.143797
34.916,-0.143788,0.14372,0.143826,-0.143758
34.917,-0.143749,0.143681,0.143788,-0.143719
34.918,-0.143711,0.143641,0.14375,-0.14368
34.919,-0.143672,0.143602,0.143712,-0.143642
34.92,-0.143634,0.143563,0.143674,-0.143603
34.921,-0.143596,0.143524,0.143636,-0.143564
34.922,-0.143558,0.143485,0.143598,-0.143526
34.923,-0.14352,0.143447,0.143561,-0.143488
34.924,-0.143482,0.143408,0.143523,-0.143449
34.925,-0.143444,0.14337,0.143486,-0.143411
34.926,-0.143407,0.143331,0.143449,-0.143373
34.927,-0.143369,0.143293,0.143412,-0.143336
34.928,-0.143332,0.143255,0.143375,-0.143298
34.929,-0.143295,0.143217,0.143338,-0.14326
34.93,-0.143257,0.143179,0.143301,-0.143223
34.931,-0.14322,0.143141,0.143265,-0.143186
34.932,-0.143184,0.143104,0.143228,-0.143148
34.933,-0.143147,0.143066,0.143192,-0.143111
34.934,-0.14311,0.143029,0.143156,-0.143074
34.935,-0.143074,0.142992,0.14312,-0.143037
34.936,-0.143037,0.142954,0.143084,-0.143001
34.937,-0.143001,0.142917,0.143048,-0.142964
34.938,-0.142965,0.14288,0.143012,-0.142928
34.939,-0.142929,0.142844,0.142976,-0.142891
34.94,-0.142893,0.142807,0.142941,-0.142855
34.941,-0.142857,0.14277,0.142906,-0.142819
34.942,-0.142821,0.142734,0.14287,-0.142783
34.943,-0.142786,0.142697,0.142835,-0.142747
34.944,-0.14275,0.142661,0.1428,-0.142711
34.945,-0.142715,0.142625,0.142765,-0.142675
34.946,-0.14268,0.142589,0.14273,-0.14264
34.947,-0.142644,0.142553,0.142695,-0.142604
34.948,-0.142609,0.142517,0.142661,-0.142569
34.949,-0.142574,0.142482,0.142626,-0.142534
34.95,-0.14254,0.142446,0.142592,-0.142498
34.951,-0.142505,0.142411,0.142558,-0.142463
34.952,-0.14247,0.142375,0.142524,-0.142429
34.953,-0.142436,0.14234,0.14249,-0.142394
34.954,-0.142402,0.142305,0.142456,-0.142359
34.955,-0.142367,0.14227,0.142422,-0.142324
34.956,-0.142333,0.142235,0.142388,-0.14229
34.957,-0.142299,0.1422,0.142354,-0.142256
34.958,-0.142265,0.142166,0.142321,-0.142221
34.959,-0.142231,0.142131,0.142288,-0.142187
34.96,-0.142198,0.142097,0.142254,-0.142153
34.961,-0.142164,0.142062,0.142221,-0.142119
34.962,-0.142131,0.142028,0.142188,-0.142085
34.963,-0.142097,0.141994,0.142155,-0.142052
34.964,-0.142064,0.14196,0.142122,-0.142018
34.965,-0.142031,0.141926,0.142089,-0.141985
34.966,-0.141998,0.141892,0.142057,-0.141951
34.967,-0.141965,0.141858,0.142024,-0.141918
34.968,-0.141932,0.141825,0.141992,-0.141885
34.969,-0.141899,0.141791,0.141959,-0.141852
34.97,-0.141866,0.141758,0.141927,-0.141819
34.971,-0.141834,0.141724,0.141895,-0.141786
34.972,-0.141801,0.141691,0.141863,-0.141753
34.973,-0.141769,0.141658,0.141831,-0.14172
34.974,-0.141737,0.141625,0.141799,-0.141688
34.975,-0.141705,0.141592,0.141768,-0.141655
34.976,-0.141673,0.14156,0.141736,-0.141623
34.977,-0.141641,0.141527,0.141704,-0.141591
34.978,-0.141609,0.141494,0.141673,-0.141558
34.979,-0.141577,0.141462,0.141642,-0.141526
34.98,-0.141546,0.14143,0.141611,-0.141495
34.981,-0.141514,0.141397,0.141579,-0.141463
34.982,-0.141483,0.141365,0.141548,-0.141431
34.983,-0.141451,0.141333,0.141517,-0.141399
34.984,-0.14142,0.141301,0.141487,-0.141368
34.985,-0.141389,0.141269,0.141456,-0.141336
34.986,-0.141358,0.141238,0.141425,-0.141305
34.987,-0.141327,0.141206,0.141395,-0.141274
34.988,-0.141296,0.141174,0.141364,-0.141243
34.989,-0.141266,0.141143,0.141334,-0.141212
34.99,-0.141235,0.141112,0.141304,-0.141181
34.991,-0.141204,0.14108,0.141274,-0.14115
34.992,-0.141174,0.141049,0.141244,-0.141119
34.993,-0.141144,0.141018,0.141214,-0.141088
34.994,-0.141113,0.140987,0.141184,-0.141058
34.995,-0.141083,0.140956,0.141154,-0.141027
34.996,-0.141053,0.140926,0.141125,-0.140997
34.997,-0.141023,0.140895,0.141095,-0.140967
34.998,-0.140993,0.140864,0.141066,-0.140937
34.999,-0.140964,0.140834,0.141036,-0.140907
35,-0.140934,0.140804,0.141007,-0.140877
35.001,-0.140904,0.140773,0.140978,-0.140847
35.002,-0.140875,0.140743,0.140949,-0.140817
35.003,-0.140846,0.140713,0.14092,-0.140787
35.004,-0.140816,0.140683,0.140891,-0.140758
35.005,-0.140787,0.140653,0.140862,-0.140728
35.006,-0.140758,0.140623,0.140833,-0.140699
35.007,-0.140729,0.140594,0.140805,-0.140669
35.008,-0.1407,0.140564,0.140776,-0.14064
35.009,-0.140671,0.140535,0.140748,-0.140611
35.01,-0.140642,0.140505,0.140719,-0.140582
35.011,-0.140614,0.140476,0.140691,-0.140553
35.012,-0.140585,0.140447,0.140663,-0.140524
35.013,-0.140557,0.140418,0.140635,-0.140496
35.014,-0.140528,0.140389,0.140607,-0.140467
35.015,-0.1405,0.14036,0.140579,-0.140438
35.016,-0.140472,0.140331,0.140551,-0.14041
35.017,-0.140444,0.140302,0.140523,-0.140381
35.018,-0.140416,0.140273,0.140496,-0.140353
35.019,-0.140388,0.140245,0.140468,-0.140325
35.02,-0.14036,0.140216,0.140441,-0.140297
35.021,-0.140332,0.140188,0.140413,-0.140269
35.022,-0.140305,0.14016,0.140386,-0.140241
35.023,-0.140277,0.140131,0.140359,-0.140213
35.024,-0.14025,0.140103,0.140332,-0.140185
35.025,-0.140222,0.140075,0.140305,-0.140158
35.026,-0.140195,0.140047,0.140278,-0.14013
35.027,-0.140168,0.14002,0.140251,-0.140103
35.028,-0.140141,0.139992,0.140224,-0.140075
35.029,-0.140114,0.139964,0.140197,-0.140048
35.03,-0.140087,0.139937,0.140171,-0.140021
35.031,-0.14006,0.139909,0.140144,-0.139993
35.032,-0.140033,0.139882,0.140118,-0.139966
35.033,-0.140006,0.139854,0.140091,-0.139939
35.034,-0.13998,0.139827,0.140065,-0.139913
35.035,-0.139953,0.1398,0.140039,-0.139886
35.036,-0.139927,0.139773,0.140013,-0.139859
35.037,-0.1399,0.139746,0.139987,-0.139832
35.038,-0.139874,0.139719,0.139961,-0.139806
35.039,-0.139848,0.139692,0.139935,-0.139779
35.04,-0.139822,0.139666,0.139909,-0.139753
35.041,-0.139796,0.139639,0.139883,-0.139727
35.042,-0.13977,0.139613,0.139858,-0.139701
35.043,-0.139744,0.139586,0.139832,-0.139674
35.044,-0.139718,0.13956,0.139807,-0.139648
35.045,-0.139692,0.139534,0.139781,-0.139622
35.046,-0.139667,0.139507,0.139756,-0.139597
35.047,-0.139641,0.139481,0.139731,-0.139571
35.048,-0.139616,0.139455,0.139706,-0.139545
35.049,-0.13959,0.139429,0.139681,-0.139519
35.05,-0.139565,0.139404,0.139656,-0.139494
35.051,-0.13954,0.139378,0.139631,-0.139468
35.052,-0.139515,0.139352,0.139606,-0.139443
35.053,-0.13949,0.139327,0.139581,-0.139418
35.054,-0.139465,0.139301,0.139556,-0.139393
35.055,-0.13944,0.139276,0.139532,-0.139367
35.056,-0.139415,0.13925,0.139507,-0.139342
35.057,-0.13939,0.139225,0.139483,-0.139317
35.058,-0.139366,0.1392,0.139458,-0.139293
35.059,-0.139341,0.139175,0.139434,-0.139268
35.06,-0.139316,0.13915,0.13941,-0.139243
35.061,-0.139292,0.139125,0.139386,-0.139218
35.062,-0.139268,0.1391,0.139362,-0.139194
35.063,-0.139243,0.139075,0.139338,-0.139169
35.064,-0.139219,0.139051,0.139314,-0.139145
35.065,-0.139195,0.139026,0.13929,-0.139121
35.066,-0.139171,0.139001,0.139266,-0.139096
35.067,-0.139147,0.138977,0.139242,-0.139072
35.068,-0.139123,0.138953,0.139219,-0.139048
35.069,-0.139099,0.138928,0.139195,-0.139024
35.07,-0.139076,0.138904,0.139171,-0.139
35.071,-0.139052,0.13888,0.139148,-0.138976
35.072,-0.139028,0.138856,0.139125,-0.138952
35.073,-0.139005,0.138832,0.139101,-0.138929
35.074,-0.138981,0.138808,0.139078,-0.138905
35.075,-0.138958,0.138784,0.139055,-0.138882
35.076,-0.138935,0.138761,0.139032,-0.138858
35.077,-0.138911,0.138737,0.139009,-0.138835
35.078,-0.138888,0.138714,0.138986,-0.138811
35.079,-0.138865,0.13869,0.138963,-0.138788
35.08,-0.138842,0.138667,0.13894,-0.138765
35.081,-0.138819,0.138643,0.138918,-0.138742
35.082,-0.138796,0.13862,0.138895,-0.138719
35.083,-0.138774,0.138597,0.138872,-0.138696
35.084,-0.138751,0.138574,0.13885,-0.138673
35.085,-0.138728,0.138551,0.138827,-0.13865
35.086,-0.138706,0.138528,0.138805,-0.138627
35.087,-0.138683,0.138505,0.138783,-0.138605
35.088,-0.138661,0.138482,0.13876,-0.138582
35.089,-0.138638,0.13846,0.138738,-0.13856
35.09,-0.138616,0.138437,0.138716,-0.138537
35.091,-0.138594,0.138414,0.138694,-0.138515
35.092,-0.138572,0.138392,0.138672,-0.138492
35.093,-0.13855,0.138369,0.13865,-0.13847
35.094,-0.138527,0.138347,0.138628,-0.138448
35.095,-0.138506,0.138325,0.138607,-0.138426
35.096,-0.138484,0.138303,0.138585,-0.138404
35.097,-0.138462,0.138281,0.138563,-0.138382
35.098,-0.13844,0.138259,0.138542,-0.13836
35.099,-0.138418,0.138237,0.13852,-0.138338
35.1,-0.138397,0.138215,0.138499,-0.138317
35.101,-0.138375,0.138193,0.138477,-0.138295
35.102,-0.138354,0.138171,0.138456,-0.138273
35.103,-0.138332,0.13815,0.138435,-0.138252
35.104,-0.138311,0.138128,0.138413,-0.13823
35.105,-0.13829,0.138107,0.138392,-0.138209
35.106,-0.138269,0.138085,0.138371,-0.138188
35.107,-0.138247,0.138064,0.13835,-0.138167
35.108,-0.138226,0.138042,0.138329,-0.138145
35.109,-0.138205,0.138021,0.138308,-0.138124
35.11,-0.138184,0.138,0.138288,-0.138103
35.111,-0.138164,0.137979,0.138267,-0.138082
35.112,-0.138143,0.137958,0.138246,-0.138061
35.113,-0.138122,0.137937,0.138225,-0.138041
35.114,-0.138101,0.137916,0.138205,-0.13802
35.115,-0.138081,0.137895,0.138184,-0.137999
35.116,-0.13806,0.137875,0.138164,-0.137978
35.117,-0.13804,0.137854,0.138143,-0.137958
35.118,-0.138019,0.137834,0.138123,-0.137937
35.119,-0.137999,0.137813,0.138103,-0.137917
35.12,-0.137979,0.137793,0.138083,-0.137897
35.121,-0.137958,0.137772,0.138062,-0.137876
35.122,-0.137938,0.137752,0.138042,-0.137856
35.123,-0.137918,0.137732,0.138022,-0.137836
35.124,-0.137898,0.137712,0.138002,-0.137816
35.125,-0.137878,0.137692,0.137982,-0.137796
35.126,-0.137858,0.137672,0.137962,-0.137776
35.127,-0.137838,0.137652,0.137943,-0.137756
35.128,-0.137818,0.137632,0.137923,-0.137736
35.129,-0.137799,0.137612,0.137903,-0.137716
35.13,-0.137779,0.137592,0.137883,-0.137697
35.131,-0.137759,0.137573,0.137864,-0.137677
35.132,-0.13774,0.137553,0.137844,-0.137657
35.133,-0.13772,0.137533,0.137825,-0.137638
35.134,-0.137701,0.137514,0.137805,-0.137619
35.135,-0.137681,0.137495,0.137786,-0.137599
35.136,-0.137662,0.137475,0.137767,-0.13758
35.137,-0.137643,0.137456,0.137747,-0.137561
35.138,-0.137624,0.137437,0.137728,-0.137541
35.139,-0.137605,0.137418,0.137709,-0.137522
35.14,-0.137585,0.137399,0.13769,-0.137503
35.141,-0.137566,0.13738,0.137671,-0.137484
35.142,-0.137547,0.137361,0.137652,-0.137465
35.143,-0.137529,0.137342,0.137633,-0.137446
35.144,-0.13751,0.137323,0.137614,-0.137428
35.145,-0.137491,0.137304,0.137595,-0.137409
35.146,-0.137472,0.137286,0.137577,-0.13739
35.147,-0.137454,0.137267,0.137558,-0.137372
35.148,-0.137435,0.137249,0.137539,-0.137353
35.149,-0.137416,0.13723,0.137521,-0.137334
35.15,-0.137398,0.137212,0.137502,-0.137316
35.151,-0.137379,0.137194,0.137483,-0.137298
35.152,-0.137361,0.137175,0.137465,-0.137279
35.153,-0.137343,0.137157,0.137447,-0.137261
35.154,-0.137324,0.137139,0.137428,-0.137243
35.155,-0.137306,0.137121,0.13741,-0.137225
35.156,-0.137288,0.137103,0.137392,-0.137207
35.157,-0.13727,0.137085,0.137374,-0.137189
35.158,-0.137252,0.137067,0.137355,-0.137171
35.159,-0.137234,0.137049,0.137337,-0.137153
35.16,-0.137216,0.137032,0.137319,-0.137135
35.161,-0.137198,0.137014,0.137301,-0.137117
35.162,-0.13718,0.136996,0.137283,-0.137099
35.163,-0.137163,0.136979,0.137265,-0.137082
35.164,-0.137145,0.136961,0.137248,-0.137064
35.165,-0.137127,0.136944,0.13723,-0.137046
35.166,-0.13711,0.136927,0.137212,-0.137029
35.167,-0.137092,0.136909,0.137194,-0.137012
35.168,-0.137074,0.136892,0.137177,-0.136994
35.169,-0.137057,0.136875,0.137159,-0.136977
35.17,-0.13704,0.136858,0.137141,-0.13696
35.171,-0.137022,0.136841,0.137124,-0.136942
35.172,-0.137005,0.136666,0.137106,-0.136907
35.173,-0.13672,0.136286,0.136962,-0.13653
35.174,-0.136337,0.135901,0.136586,-0.136144
35.175,-0.135944,0.1355,0.136197,-0.135748
35.176,-0.135538,0.135086,0.135796,-0.135338
35.177,-0.135117,0.134656,0.13538,-0.134914
35.178,-0.134682,0.134213,0.134949,-0.134475
35.179,-0.134232,0.133754,0.134504,-0.134021
35.18,-0.133766,0.133279,0.134043,-0.133551
35.181,-0.133285,0.132789,0.133566,-0.133066
35.182,-0.132787,0.132282,0.133074,-0.132564
35.183,-0.132273,0.131758,0.132565,-0.132046
35.184,-0.131741,0.131216,0.132038,-0.13151
35.185,-0.131192,0.130657,0.131495,-0.130957
35.186,-0.130625,0.13008,0.130933,-0.130385
35.187,-0.130039,0.129484,0.130352,-0.129794
35.188,-0.129433,0.128868,0.129753,-0.129185
35.189,-0.128809,0.128233,0.129134,-0.128555
35.19,-0.128163,0.127577,0.128495,-0.127906
35.191,-0.127498,0.1269,0.127835,-0.127235
35.192,-0.12681,0.126202,0.127154,-0.126543
35.193,-0.126101,0.125481,0.126451,-0.125828
35.194,-0.125369,0.124737,0.125725,-0.125091
35.195,-0.124614,0.12397,0.124977,-0.124331
35.196,-0.123835,0.123179,0.124205,-0.123547
35.197,-0.123032,0.122364,0.123408,-0.122738
35.198,-0.122203,0.121523,0.122586,-0.121904
35.199,-0.121349,0.120655,0.121739,-0.121044
35.2,-0.120467,0.119761,0.120865,-0.120157
35.201,-0.119559,0.118839,0.119964,-0.119243
35.202,-0.118622,0.117889,0.119035,-0.1183
35.203,-0.117657,0.11691,0.118077,-0.117329
35.204,-0.116662,0.115901,0.11709,-0.116328
35.205,-0.115636,0.114861,0.116072,-0.115296
35.206,-0.114579,0.113789,0.115023,-0.114232
35.207,-0.11349,0.112685,0.113942,-0.113137
35.208,-0.112368,0.111548,0.112828,-0.112008
35.209,-0.111211,0.110376,0.111681,-0.110845
35.21,-0.11002,0.109169,0.110498,-0.109646
35.211,-0.108793,0.107926,0.10928,-0.108412
35.212,-0.107529,0.106646,0.108025,-0.107141
35.213,-0.106226,0.105327,0.106732,-0.105831
35.214,-0.104885,0.103969,0.1054,-0.104483
35.215,-0.103504,0.10257,0.104029,-0.103094
35.216,-0.102082,0.10113,0.102616,-0.101664
35.217,-0.100617,0.0996476,0.101161,-0.100191
35.218,-0.0991087,0.0981211,0.0996635,-0.0986752
35.219,-0.0975558,0.0965495,0.098121,-0.0971141
35.22,-0.0959569,0.0949317,0.0965327,-0.0955069
35.221,-0.0943108,0.0932663,0.0948974,-0.0938524
35.222,-0.0926162,0.0915519,0.0932139,-0.0921491
35.223,-0.0908717,0.0897874,0.0914806,-0.0903958
35.224,-0.089076,0.0879712,0.0896964,-0.0885912
35.225,-0.0872276,0.086102,0.0878597,-0.0867336
35.226,-0.0853251,0.0841782,0.0859691,-0.0848218
35.227,-0.083367,0.0821984,0.0840232,-0.0828542
35.228,-0.0813518,0.0801611,0.0820203,-0.0808293
35.229,-0.0792778,0.0780646,0.0799589,-0.0787454
35.23,-0.0771434,0.0759073,0.0778375,-0.076601
35.231,-0.0749471,0.0736876,0.0756542,-0.0743944
35.232,-0.072687,0.0714036,0.0734075,-0.0721238
35.233,-0.0703614,0.0690537,0.0710955,-0.0697876
35.234,-0.0679684,0.0666361,0.0687164,-0.0673838
35.235,-0.0655063,0.0641487,0.0662685,-0.0649106
35.236,-0.0629731,0.0615898,0.0637497,-0.0623662
35.237,-0.0603669,0.0589574,0.0611582,-0.0597484
35.238,-0.0576856,0.0562494,0.0584918,-0.0570554
35.239,-0.0549271,0.0534637,0.0557486,-0.054285
35.24,-0.0520894,0.0505982,0.0529264,-0.0514351
35.241,-0.0491701,0.0476507,0.0500231,-0.0485034
35.242,-0.0461672,0.0446189,0.0470363,-0.0454878
35.243,-0.0430782,0.0415006,0.0439638,-0.042386
35.244,-0.0399008,0.0382932,0.0408031,-0.0391954
35.245,-0.0366325,0.0349944,0.037552,-0.0359138
35.246,-0.0332708,0.0316017,0.0342078,-0.0325385
35.247,-0.0298132,0.0281124,0.0307679,-0.029067
35.248,-0.026257,0.0245239,0.0272298,-0.0254966
35.249,-0.0225994,0.0208334,0.0235907,-0.0218246
35.25,-0.0188377,0.0170381,0.0198479,-0.0180481
35.251,-0.014969,0.0131352,0.0159983,-0.0141644
35.252,-0.0109903,0.00912169,0.0120392,-0.0101705
35.253,-0.00689864,0.00499448,0.00796746,-0.00606318
35.254,-0.00269081,0.000750442,0.00377994,-0.00183947
35.255,0.00163637,-0.00361363,-0.000526534,0.0025039
35.256,0.00608619,-0.00810106,-0.00495525,0.00697021
35.257,0.0106621,-0.0127152,-0.0095096,0.0115629
35.258,0.0153674,-0.0174597,-0.014193,0.0162854
35.259,0.0202059,-0.022338,-0.0190092,0.0211413
35.26,0.0251811,-0.0273538,-0.0239616,0.0261344
35.261,0.0302969,-0.0325109,-0.0290542,0.0312683
35.262,0.0355572,-0.0378133,-0.0342908,0.036547
35.263,0.0409658,-0.0432649,-0.0396753,0.0419745
35.264,0.046527,-0.0488699,-0.0452119,0.0475549
35.265,0.0522449,-0.0546325,-0.0509048,0.0532924
35.266,0.0581239,-0.060557,-0.0567583,0.0591914
35.267,0.0641685,-0.0666478,-0.0627768,0.0652563
35.268,0.0703831,-0.0729097,-0.0689649,0.0714916
35.269,0.0767725,-0.0793473,-0.0753273,0.0779022
35.27,0.0833416,-0.0859655,-0.0818688,0.0844928
35.271,0.0900952,-0.0927691,-0.0885944,0.0912684
35.272,0.0970386,-0.0997635,-0.0955091,0.0982341
35.273,0.104177,-0.106954,-0.102618,0.105395
35.274,0.111515,-0.114345,-0.109927,0.112757
35.275,0.11906,-0.121944,-0.117441,0.120325
35.276,0.126816,-0.129755,-0.125166,0.128105
35.277,0.134789,-0.137784,-0.133108,0.136103
35.278,0.142807,-0.14438,-0.141273,0.143497
35.279,0.147025,-0.148603,-0.146129,0.147717
35.28,0.15126,-0.152857,-0.150374,0.151955
35.281,0.155393,-0.156995,-0.154503,0.15609
35.282,0.159411,-0.161019,-0.158518,0.160111
35.283,0.163317,-0.16493,-0.162421,0.164019
35.284,0.167114,-0.168732,-0.166214,0.167818
35.285,0.170804,-0.172428,-0.169901,0.171511
35.286,0.17439,-0.176019,-0.173483,0.175099
35.287,0.177874,-0.179509,-0.176965,0.178586
35.288,0.18126,-0.1829,-0.180347,0.181974
35.289,0.184549,-0.186194,-0.183633,0.185265
35.29,0.187744,-0.189394,-0.186825,0.188463
35.291,0.190847,-0.192502,-0.189925,0.191568
35.292,0.19386,-0.195521,-0.192935,0.194584
35.293,0.196787,-0.198452,-0.195858,0.197513
35.294,0.199628,-0.201298,-0.198696,0.200356
35.295,0.202386,-0.204061,-0.201452,0.203116
35.296,0.205063,-0.206744,-0.204126,0.205796
35.297,0.207661,-0.209347,-0.206721,0.208396
35.298,0.210183,-0.211873,-0.209239,0.21092
35.299,0.212629,-0.214324,-0.211682,0.213368
35.3,0.215002,-0.216701,-0.214052,0.215743
35.301,0.217303,-0.219007,-0.216351,0.218046
35.302,0.219535,-0.221244,-0.21858,0.22028
35.303,0.221699,-0.223412,-0.220741,0.222446
35.304,0.223797,-0.225515,-0.222836,0.224546
35.305,0.22583,-0.227552,-0.224867,0.226581
35.306,0.2278,-0.229527,-0.226834,0.228554
35.307,0.229709,-0.23144,-0.228741,0.230464
35.308,0.231558,-0.233294,-0.230587,0.232315
35.309,0.233349,-0.235089,-0.232375,0.234108
35.31,0.235082,-0.236827,-0.234106,0.235844
35.311,0.236761,-0.238509,-0.235782,0.237524
35.312,0.238385,-0.240138,-0.237404,0.23915
35.313,0.239956,-0.241713,-0.238973,0.240723
35.314,0.241476,-0.243237,-0.24049,0.242245
35.315,0.242946,-0.244711,-0.241958,0.243717
35.316,0.244367,-0.246136,-0.243377,0.24514
35.317,0.245741,-0.247514,-0.244748,0.246515
35.318,0.247068,-0.248844,-0.246073,0.247844
35.319,0.24835,-0.25013,-0.247352,0.249127
